date,price,t1,t2,t3,re
2019/6/25,-0.698921796,-0.701651426,-0.69291661,-0.692643647,0.254102165
2019/6/26,-0.696738092,-0.698921796,-0.701651426,-0.69291661,0.257608648
2019/6/27,-0.700559574,-0.696738092,-0.698921796,-0.701651426,0.233434834
2019/6/28,-0.713388836,-0.700559574,-0.696738092,-0.698921796,0.191680846
2019/7/1,-0.713661799,-0.713388836,-0.700559574,-0.696738092,0.248451665
2019/7/2,-0.724580319,-0.713661799,-0.713388836,-0.700559574,0.197500912
2019/7/3,-0.721304763,-0.724580319,-0.713661799,-0.713388836,0.261707293
2019/7/4,-0.724853282,-0.721304763,-0.724580319,-0.713661799,0.22974984
2019/7/5,-0.718029207,-0.724853282,-0.721304763,-0.724580319,0.277446639
2019/7/8,-0.719939948,-0.718029207,-0.724853282,-0.721304763,0.236822347
2019/7/9,-0.745871434,-0.719939948,-0.718029207,-0.724853282,0.124536614
2019/7/10,-0.763341067,-0.745871434,-0.719939948,-0.718029207,0.165618094
2019/7/11,-0.748601065,-0.763341067,-0.745871434,-0.719939948,0.321055508
2019/7/12,-0.748601065,-0.748601065,-0.763341067,-0.745871434,0.255366698
2019/7/15,-0.756789955,-0.748601065,-0.748601065,-0.763341067,0.212297617
2019/7/16,-0.760338474,-0.756789955,-0.748601065,-0.748601065,0.227804107
2019/7/17,-0.756789955,-0.760338474,-0.756789955,-0.748601065,0.258229729
2019/7/18,-0.750511806,-0.756789955,-0.760338474,-0.756789955,0.271648835
2019/7/19,-0.748601065,-0.750511806,-0.756789955,-0.760338474,0.2532128
2019/7/22,-0.749692917,-0.748601065,-0.750511806,-0.756789955,0.240834579
2019/7/23,-0.74641736,-0.749692917,-0.748601065,-0.750511806,0.262368573
2019/7/24,-0.749419954,-0.74641736,-0.749692917,-0.748601065,0.233635731
2019/7/25,-0.739866248,-0.749419954,-0.74641736,-0.749692917,0.291254778
2019/7/26,-0.742595878,-0.739866248,-0.749419954,-0.74641736,0.233090228
2019/7/29,-0.752149584,-0.742595878,-0.739866248,-0.749419954,0.199487659
2019/7/30,-0.750238843,-0.752149584,-0.742595878,-0.739866248,0.253417095
2019/7/31,-0.750238843,-0.750238843,-0.752149584,-0.742595878,0.247263123
2019/8/1,-0.754060325,-0.750238843,-0.750238843,-0.752149584,0.230853291
2019/8/2,-0.767435512,-0.754060325,-0.750238843,-0.750238843,0.186375424
2019/8/5,-0.773713662,-0.767435512,-0.754060325,-0.750238843,0.219215838
2019/8/6,-0.761976252,-0.773713662,-0.767435512,-0.754060325,0.303825418
2019/8/7,-0.762249215,-0.761976252,-0.773713662,-0.767435512,0.2472407
2019/8/8,-0.753241436,-0.762249215,-0.761976252,-0.773713662,0.286761122
2019/8/9,-0.755971066,-0.753241436,-0.762249215,-0.761976252,0.229515822
